image_stem,encodings,project_group,source_category,rights_status,evidence_ref,note,recorded_date
images/projects/compass-alton/town-center-entry,avif jpg webp,images/projects/compass-alton,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cressey-sports-center/cressey-sports-aerial-1,avif jpg webp,images/projects/cressey-sports-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cressey-sports-center/cressey-sports-aerial-2,avif jpg webp,images/projects/cressey-sports-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cressey-sports-center/cressey-sports-field,avif jpg webp,images/projects/cressey-sports-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cubesmart-davie/hero,avif jpg webp,images/projects/cubesmart-davie,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cudjoe-key-fire-station,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cudjoe-key-fire-station/cudjoe-key-fire-station-exterior,avif jpg webp,images/projects/cudjoe-key-fire-station,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cudjoe-key-fire-station/cudjoe-key-fire-station-side,avif jpg webp,images/projects/cudjoe-key-fire-station,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/cudjoe-key-fire-station/cudjoe-key-fire-station-twilight,avif jpg webp,images/projects/cudjoe-key-fire-station,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/dale-mabry-retail/corner,jpg webp,images/projects/dale-mabry-retail,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/dale-mabry-retail/dale-mabry-retail-exterior-1,avif jpg webp,images/projects/dale-mabry-retail,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/dale-mabry-retail/dale-mabry-retail-exterior-2,avif jpg webp,images/projects/dale-mabry-retail,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/dale-mabry-retail/front-elevation,jpg webp,images/projects/dale-mabry-retail,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/dale-mabry-retail/hero-entry,avif jpg webp,images/projects/dale-mabry-retail,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/aerial-resort,avif jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/connor-front-doors,jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/entrance-dusk,avif jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/kids-club-interior,jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/polpo-arched-window,jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/polpo-construction-arches,avif jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/polpo-exterior-ocean,avif jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/eau-palm-beach/polpo-interior-arches,jpg webp,images/projects/eau-palm-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/el-car-wash-northlake/exterior-day,avif jpg webp,images/projects/el-car-wash-northlake,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/el-car-wash-northlake/exterior-night,avif jpg webp,images/projects/el-car-wash-northlake,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/el-car-wash-northlake/hero,jpg webp,images/projects/el-car-wash-northlake,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/el-car-wash-northlake/ribbon-cutting,jpg webp,images/projects/el-car-wash-northlake,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/estero-vista/aerial-complex,jpg webp,images/projects/estero-vista,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/estero-vista/campus-view,avif jpg webp,images/projects/estero-vista,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/estero-vista/clubhouse-interior,avif jpg webp,images/projects/estero-vista,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/estero-vista/hero-building,avif jpg webp,images/projects/estero-vista,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/fire-station-19,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/fire-station-61,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ginsberg-eye-center/arrival-dusk,jpg webp,images/projects/ginsberg-eye-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ginsberg-eye-center/corner-wide,avif jpg webp,images/projects/ginsberg-eye-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ginsberg-eye-center/ginsberg-eye-center-facade,jpg webp,images/projects/ginsberg-eye-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ginsberg-eye-center/ginsberg-eye-center-plaza-signage,jpg webp,images/projects/ginsberg-eye-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ginsberg-eye-center/ginsberg-eye-center-plaza-view,jpg webp,images/projects/ginsberg-eye-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ginsberg-eye-center/hero-entry,avif jpg webp,images/projects/ginsberg-eye-center,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulf-harbour,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulf-harbour-clubhouse,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulf-harbour-renovation,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/aerial-pink-sunset,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/aerial-pool-gulf,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/aerial-sunset-beach,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/amenity-pool-cabana,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/balcony-bedroom,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/balcony-dining,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/balcony-sunset-gulf,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/exterior-daylight-beach,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/hero-twilight-beachfront,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/interior-kitchen-gulf,jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/living-room-glass-doors,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/lobby-glass-doors,jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/primary-bedroom-day,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/primary-bedroom-sunset,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/gulfside-twelve/signage-monument,avif jpg webp,images/projects/gulfside-twelve,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-city-eoc-apparatus-bay,jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-city-eoc-entrance-signage,avif jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-city-eoc-twilight-exterior,avif jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-corner-storefront,jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-entry-storefront,jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-facade-storefront-band,avif jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-fire-department-seal,jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-fire-station-sign,avif jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-full-exterior,avif jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-punched-openings,jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/haines-city-eoc/haines-eoc-training-room-interior,jpg webp,images/projects/haines-city-eoc,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/harbour-cay/beach-side,avif jpg webp,images/projects/harbour-cay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/harbour-cay/dunkin-corner,avif jpg webp,images/projects/harbour-cay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/harbour-cay/full-center-aerial,avif jpg webp,images/projects/harbour-cay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/harbour-cay/goodfellas-aerial,avif jpg webp,images/projects/harbour-cay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/harbour-cay/street-view,avif jpg webp,images/projects/harbour-cay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hardy-world/aerial,avif jpg webp,images/projects/hardy-world,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hardy-world/corner,avif jpg webp,images/projects/hardy-world,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hardy-world/hero-twilight,avif jpg webp,images/projects/hardy-world,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hca-cape-coral/ambulance-bay,avif jpg webp,images/projects/hca-cape-coral,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hca-cape-coral/ambulance-bay-day,avif jpg webp,images/projects/hca-cape-coral,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hca-cape-coral/entrance-detail,avif jpg webp,images/projects/hca-cape-coral,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hca-cape-coral/hero,avif jpg webp,images/projects/hca-cape-coral,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hca-cape-coral/pond-view,avif jpg webp,images/projects/hca-cape-coral,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-back-corner,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-corner-day,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-day-front,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-front-entrance,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-front-tight,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-rear-day,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-roof-three-quarter,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-side-context,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-side-day,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/aerial-wide-context,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/conference-room,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/hero,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/hero-sunset-front,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/og-image,jpg,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/open-office,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/sunset-rear,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/hulett-environmental/sunset-side-angle,avif jpg webp,images/projects/hulett-environmental,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ifly-miami-exterior,avif jpg,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ifly-miami-exterior-2,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ifly-miami-wind-tunnel,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/illumina-fort-myers/aerial,avif jpg webp,images/projects/illumina-fort-myers,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/illumina-fort-myers/balcony-exterior,avif jpg webp,images/projects/illumina-fort-myers,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/illumina-fort-myers/clubhouse,avif jpg webp,images/projects/illumina-fort-myers,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/illumina-fort-myers/courtyard,avif jpg webp,images/projects/illumina-fort-myers,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/illumina-fort-myers/exterior-front,avif jpg webp,images/projects/illumina-fort-myers,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/illumina-fort-myers/hero,avif jpg webp,images/projects/illumina-fort-myers,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/illumina-fort-myers/pool,jpg webp,images/projects/illumina-fort-myers,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/aerial-townhomes-construction,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/building-from-pond,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/building-lake,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/clubhouse-entry-glass,jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/crew-installing-clubhouse-entry,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/hero,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/three-story-storm-clouds,jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/townhomes,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/townhomes-2,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/window-detail,avif jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/imperial-crossings/window-install-closeup,jpg webp,images/projects/imperial-crossings,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/indiantown-high-school/indiantown-high-school-branding,jpg webp,images/projects/indiantown-high-school,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/indiantown-high-school/indiantown-high-school-entrance,jpg webp,images/projects/indiantown-high-school,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/indiantown-high-school/indiantown-high-school-side,avif jpg webp,images/projects/indiantown-high-school,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/indiantown-high-school/interior,avif jpg webp,images/projects/indiantown-high-school,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting-vero-beach,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/aerial-back-corner,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/aerial-front-side,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/aerial-front-three-quarter,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/aerial-side-context,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/construction-facade,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/entrance-storefront-installed,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/entry-detail-tower,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/entry-elevation-with-sign,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
